Gender;Nativelang;Otherlang;Age;Clicks1;Hits1;Misses1;Score1;Accuracy1;Missrate1;Clicks2;Hits2;Misses2;Score2;Accuracy2;Missrate2;Clicks3;Hits3;Misses3;Score3;Accuracy3;Missrate3;Clicks4;Hits4;Misses4;Score4;Accuracy4;Missrate4;Clicks5;Hits5;Misses5;Score5;Accuracy5;Missrate5;Clicks6;Hits6;Misses6;Score6;Accuracy6;Missrate6;Clicks7;Hits7;Misses7;Score7;Accuracy7;Missrate7;Clicks8;Hits8;Misses8;Score8;Accuracy8;Missrate8;Clicks9;Hits9;Misses9;Score9;Accuracy9;Missrate9;Clicks10;Hits10;Misses10;Score10;Accuracy10;Missrate10;Clicks11;Hits11;Misses11;Score11;Accuracy11;Missrate11;Clicks12;Hits12;Misses12;Score12;Accuracy12;Missrate12;Clicks13;Hits13;Misses13;Score13;Accuracy13;Missrate13;Clicks14;Hits14;Misses14;Score14;Accuracy14;Missrate14;Clicks15;Hits15;Misses15;Score15;Accuracy15;Missrate15;Clicks16;Hits16;Misses16;Score16;Accuracy16;Missrate16;Clicks17;Hits17;Misses17;Score17;Accuracy17;Missrate17;Clicks18;Hits18;Misses18;Score18;Accuracy18;Missrate18;Clicks19;Hits19;Misses19;Score19;Accuracy19;Missrate19;Clicks20;Hits20;Misses20;Score20;Accuracy20;Missrate20;Clicks21;Hits21;Misses21;Score21;Accuracy21;Missrate21;Clicks22;Hits22;Misses22;Score22;Accuracy22;Missrate22;Clicks23;Hits23;Misses23;Score23;Accuracy23;Missrate23;Clicks24;Hits24;Misses24;Score24;Accuracy24;Missrate24;Clicks25;Hits25;Misses25;Score25;Accuracy25;Missrate25;Clicks26;Hits26;Misses26;Score26;Accuracy26;Missrate26;Clicks27;Hits27;Misses27;Score27;Accuracy27;Missrate27;Clicks28;Hits28;Misses28;Score28;Accuracy28;Missrate28;Clicks29;Hits29;Misses29;Score29;Accuracy29;Missrate29;Clicks30;Hits30;Misses30;Score30;Accuracy30;Missrate30;Clicks31;Hits31;Misses31;Score31;Accuracy31;Missrate31;Clicks32;Hits32;Misses32;Score32;Accuracy32;Missrate32;Dyslexia
Male;Yes;No;9;1;0;1;1;0;1;5;0;5;5;0;1;5;4;1;5;0.8;0.2;5;0;5;5;0;1;4;4;0;4;1;0;5;1;4;5;0.2;0.8;1;0;1;1;0;1;2;1;1;2;0.5;0.5;3;1;2;3;0.333333333;0.666666667;6;6;0;6;1;0;4;4;0;4;1;0;4;4;0;4;1;0;4;3;1;4;0.75;0.25;9;8;1;9;0.888888889;0.111111111;5;5;0;5;1;0;5;5;0;5;1;0;6;6;0;6;1;0;5;3;2;5;0.6;0.4;3;2;1;3;0.666666667;0.333333333;4;2;2;4;0.5;0.5;NULL;NULL;NULL;NULL;NULL;NULL;3;2;1;3;0.666666667;0.333333333;5;4;1;5;0.8;0.2;4;3;1;4;0.75;0.25;NULL;NULL;NULL;NULL;NULL;NULL;6;2;4;6;0.333333333;0.666666667;30;2;1;30;0.066666667;0.033333333;18;2;1;18;0.111111111;0.055555556;NULL;NULL;NULL;NULL;NULL;NULL;21;1;3;21;0.047619048;0.142857143;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Female;Yes;No;9;11;11;0;11;1;0;9;9;0;9;1;0;7;7;0;7;1;0;2;2;0;2;1;0;2;2;0;2;1;0;6;4;2;6;0.666666667;0.333333333;5;5;0;5;1;0;5;4;1;5;0.8;0.2;1;1;0;1;1;0;6;6;0;6;1;0;4;4;0;4;1;0;5;3;2;5;0.6;0.4;4;3;1;4;0.75;0.25;9;9;0;9;1;0;6;6;0;6;1;0;7;7;0;7;1;0;6;6;0;6;1;0;4;2;2;4;0.5;0.5;4;2;2;4;0.5;0.5;6;3;3;6;0.5;0.5;NULL;NULL;NULL;NULL;NULL;NULL;4;2;2;4;0.5;0.5;5;4;1;5;0.8;0.2;5;4;1;5;0.8;0.2;NULL;NULL;NULL;NULL;NULL;NULL;7;4;3;7;0.571428571;0.428571429;2;0;0;2;0;0;12;2;0;12;0.166666667;0;NULL;NULL;NULL;NULL;NULL;NULL;21;2;2;21;0.095238095;0.095238095;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Female;Yes;No;9;5;5;0;5;1;0;8;8;0;8;1;0;8;8;0;8;1;0;1;1;0;1;1;0;3;1;2;3;0.333333333;0.666666667;5;5;0;5;1;0;4;4;0;4;1;0;4;3;1;4;0.75;0.25;2;1;1;2;0.5;0.5;7;7;0;7;1;0;6;5;1;6;0.833333333;0.166666667;3;3;0;3;1;0;4;4;0;4;1;0;9;9;0;9;1;0;4;4;0;4;1;0;6;6;0;6;1;0;6;6;0;6;1;0;3;3;0;3;1;0;4;3;1;4;0.75;0.25;4;0;4;4;0;1;NULL;NULL;NULL;NULL;NULL;NULL;5;4;1;5;0.8;0.2;5;5;0;5;1;0;2;2;0;2;1;0;NULL;NULL;NULL;NULL;NULL;NULL;2;1;1;2;0.5;0.5;22;1;1;22;0.045454545;0.045454545;18;2;1;18;0.111111111;0.055555556;NULL;NULL;NULL;NULL;NULL;NULL;21;2;2;21;0.095238095;0.095238095;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Male;Yes;No;9;8;8;0;8;1;0;8;8;0;8;1;0;6;6;0;6;1;0;3;3;0;3;1;0;4;4;0;4;1;0;3;3;0;3;1;0;6;5;1;6;0.833333333;0.166666667;6;6;0;6;1;0;3;1;2;3;0.333333333;0.666666667;7;7;0;7;1;0;3;3;0;3;1;0;4;4;0;4;1;0;2;2;0;2;1;0;9;8;1;9;0.888888889;0.111111111;4;4;0;4;1;0;4;4;0;4;1;0;3;3;0;3;1;0;4;3;1;4;0.75;0.25;5;4;1;5;0.8;0.2;2;0;2;2;0;1;NULL;NULL;NULL;NULL;NULL;NULL;5;5;0;5;1;0;3;3;0;3;1;0;5;4;1;5;0.8;0.2;NULL;NULL;NULL;NULL;NULL;NULL;4;4;0;4;1;0;18;2;0;18;0.111111111;0;18;2;1;18;0.111111111;0.055555556;NULL;NULL;NULL;NULL;NULL;NULL;21;1;3;21;0.047619048;0.142857143;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Male;Yes;No;9;11;11;0;11;1;0;9;8;1;9;0.888888889;0.111111111;7;7;0;7;1;0;26;2;24;26;0.076923077;0.923076923;5;4;1;5;0.8;0.2;6;3;3;6;0.5;0.5;7;7;0;7;1;0;5;4;1;5;0.8;0.2;5;1;4;5;0.2;0.8;7;7;0;7;1;0;4;4;0;4;1;0;8;6;2;8;0.75;0.25;22;5;17;22;0.227272727;0.772727273;8;6;2;8;0.75;0.25;3;3;0;3;1;0;6;6;0;6;1;0;7;6;1;7;0.857142857;0.142857143;5;2;3;5;0.4;0.6;6;4;2;6;0.666666667;0.333333333;5;2;3;5;0.4;0.6;NULL;NULL;NULL;NULL;NULL;NULL;8;6;2;8;0.75;0.25;83;20;63;83;0.240963855;0.759036145;52;9;43;52;0.173076923;0.826923077;NULL;NULL;NULL;NULL;NULL;NULL;8;1;7;8;125;875;46;1;3;46;0.02173913;0.065217391;42;0;6;42;0;0.142857143;NULL;NULL;NULL;NULL;NULL;NULL;21;1;3;21;0.047619048;0.142857143;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Female;Yes;No;9;8;8;0;8;1;0;7;7;0;7;1;0;7;6;1;7;0.857142857;0.142857143;4;4;0;4;1;0;6;6;0;6;1;0;3;2;1;3;0.666666667;0.333333333;3;3;0;3;1;0;2;2;0;2;1;0;4;4;0;4;1;0;7;6;1;7;0.857142857;0.142857143;5;5;0;5;1;0;4;2;2;4;0.5;0.5;6;5;1;6;0.833333333;0.166666667;7;7;0;7;1;0;6;6;0;6;1;0;3;3;0;3;1;0;4;4;0;4;1;0;5;5;0;5;1;0;1;0;1;1;0;1;3;0;3;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;4;4;0;4;1;0;4;3;1;4;0.75;0.25;4;4;0;4;1;0;NULL;NULL;NULL;NULL;NULL;NULL;7;2;5;7;0.285714286;0.714285714;18;2;0;18;0.111111111;0;18;3;0;18;0.166666667;0;NULL;NULL;NULL;NULL;NULL;NULL;21;1;3;21;0.047619048;0.142857143;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Male;Yes;No;9;9;8;1;9;0.888888889;0.111111111;10;10;0;10;1;0;7;7;0;7;1;0;4;4;0;4;1;0;3;3;0;3;1;0;3;0;3;3;0;1;5;5;0;5;1;0;5;5;0;5;1;0;4;4;0;4;1;0;8;8;0;8;1;0;4;3;1;4;0.75;0.25;6;5;1;6;0.833333333;0.166666667;5;5;0;5;1;0;8;8;0;8;1;0;2;1;1;2;0.5;0.5;6;6;0;6;1;0;3;2;1;3;0.666666667;0.333333333;2;2;0;2;1;0;4;3;1;4;0.75;0.25;4;2;2;4;0.5;0.5;NULL;NULL;NULL;NULL;NULL;NULL;4;2;2;4;0.5;0.5;5;4;1;5;0.8;0.2;3;3;0;3;1;0;NULL;NULL;NULL;NULL;NULL;NULL;2;0;2;2;0;1;18;2;0;18;0.111111111;0;36;5;0;36;0.138888889;0;NULL;NULL;NULL;NULL;NULL;NULL;21;1;3;21;0.047619048;0.142857143;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Female;Yes;No;9;8;8;0;8;1;0;8;8;0;8;1;0;5;5;0;5;1;0;6;6;0;6;1;0;6;2;4;6;0.333333333;0.666666667;6;5;1;6;0.833333333;0.166666667;1;0;1;1;0;1;4;4;0;4;1;0;3;3;0;3;1;0;5;5;0;5;1;0;3;3;0;3;1;0;7;5;2;7;0.714285714;0.285714286;5;0;5;5;0;1;8;8;0;8;1;0;3;3;0;3;1;0;5;5;0;5;1;0;5;5;0;5;1;0;3;1;2;3;0.333333333;0.666666667;3;2;1;3;0.666666667;0.333333333;3;1;2;3;0.333333333;0.666666667;NULL;NULL;NULL;NULL;NULL;NULL;5;4;1;5;0.8;0.2;7;5;2;7;0.714285714;0.285714286;6;5;1;6;0.833333333;0.166666667;NULL;NULL;NULL;NULL;NULL;NULL;6;3;3;6;0.5;0.5;40;3;1;40;75;25;18;3;0;18;0.166666667;0;NULL;NULL;NULL;NULL;NULL;NULL;21;1;3;21;0.047619048;0.142857143;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Male;Yes;No;9;6;6;0;6;1;0;5;5;0;5;1;0;3;3;0;3;1;0;3;3;0;3;1;0;5;5;0;5;1;0;5;4;1;5;0.8;0.2;4;4;0;4;1;0;4;3;1;4;0.75;0.25;3;3;0;3;1;0;6;6;0;6;1;0;3;2;1;3;0.666666667;0.333333333;2;2;0;2;1;0;3;2;1;3;0.666666667;0.333333333;8;8;0;8;1;0;2;1;1;2;0.5;0.5;6;6;0;6;1;0;3;3;0;3;1;0;3;3;0;3;1;0;2;2;0;2;1;0;3;1;2;3;0.333333333;0.666666667;NULL;NULL;NULL;NULL;NULL;NULL;4;2;2;4;0.5;0.5;6;4;2;6;0.666666667;0.333333333;3;3;0;3;1;0;NULL;NULL;NULL;NULL;NULL;NULL;6;3;3;6;0.5;0.5;52;4;1;52;0.076923077;0.019230769;32;4;1;32;125;0.03125;NULL;NULL;NULL;NULL;NULL;NULL;21;1;3;21;0.047619048;0.142857143;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Male;Yes;No;9;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;4;1;0;2;2;0;2;1;0;4;4;0;4;1;0;3;3;0;3;1;0;5;5;0;5;1;0;5;3;2;5;0.6;0.4;1;1;0;1;1;0;4;4;0;4;1;0;3;2;1;3;0.666666667;0.333333333;3;3;0;3;1;0;4;4;0;4;1;0;6;6;0;6;1;0;4;4;0;4;1;0;3;3;0;3;1;0;3;3;0;3;1;0;0;0;0;0;0;0;4;2;2;4;0.5;0.5;3;0;3;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;3;3;0;3;1;0;5;2;3;5;0.4;0.6;6;2;4;6;0.333333333;0.666666667;NULL;NULL;NULL;NULL;NULL;NULL;28;6;22;28;0.214285714;0.785714286;28;1;1;28;0.035714286;0.035714286;102;0;14;102;0;0.137254902;NULL;NULL;NULL;NULL;NULL;NULL;15;1;2;15;0.066666667;0.133333333;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Female;Yes;No;9;9;9;0;9;1;0;8;8;0;8;1;0;4;4;0;4;1;0;3;3;0;3;1;0;5;4;1;5;0.8;0.2;5;4;1;5;0.8;0.2;3;3;0;3;1;0;5;5;0;5;1;0;2;2;0;2;1;0;5;5;0;5;1;0;5;4;1;5;0.8;0.2;4;2;2;4;0.5;0.5;5;3;2;5;0.6;0.4;9;9;0;9;1;0;4;4;0;4;1;0;3;3;0;3;1;0;4;4;0;4;1;0;7;2;5;7;0.285714286;0.714285714;4;1;3;4;0.25;0.75;7;0;7;7;0;1;NULL;NULL;NULL;NULL;NULL;NULL;4;3;1;4;0.75;0.25;6;5;1;6;0.833333333;0.166666667;4;4;0;4;1;0;NULL;NULL;NULL;NULL;NULL;NULL;7;5;2;7;0.714285714;0.285714286;52;3;2;52;0.057692308;0.038461538;18;2;1;18;0.111111111;0.055555556;NULL;NULL;NULL;NULL;NULL;NULL;21;2;2;21;0.095238095;0.095238095;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Female;Yes;No;9;10;9;1;10;0.9;0.1;2;0;2;2;0;1;8;2;6;8;0.25;0.75;0;0;0;0;0;0;4;0;4;4;0;1;4;1;3;4;0.25;0.75;6;5;1;6;0.833333333;0.166666667;5;1;4;5;0.2;0.8;4;3;1;4;0.75;0.25;4;0;4;4;0;1;16;2;14;16;125;875;7;3;4;7;0.428571429;0.571428571;5;3;2;5;0.6;0.4;8;8;0;8;1;0;5;5;0;5;1;0;4;4;0;4;1;0;3;1;2;3;0.333333333;0.666666667;13;3;10;13;0.230769231;0.769230769;8;3;5;8;375;625;7;1;6;7;0.142857143;0.857142857;NULL;NULL;NULL;NULL;NULL;NULL;7;4;3;7;0.571428571;0.428571429;6;4;2;6;0.666666667;0.333333333;5;2;3;5;0.4;0.6;NULL;NULL;NULL;NULL;NULL;NULL;9;6;3;9;0.666666667;0.333333333;34;0;3;34;0;0.088235294;18;1;2;18;0.055555556;0.111111111;NULL;NULL;NULL;NULL;NULL;NULL;21;2;2;21;0.095238095;0.095238095;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Female;Yes;No;9;11;11;0;11;1;0;10;10;0;10;1;0;10;10;0;10;1;0;6;6;0;6;1;0;5;5;0;5;1;0;8;7;1;8;875;125;4;4;0;4;1;0;8;8;0;8;1;0;4;3;1;4;0.75;0.25;9;9;0;9;1;0;5;5;0;5;1;0;5;5;0;5;1;0;7;7;0;7;1;0;10;10;0;10;1;0;8;8;0;8;1;0;8;8;0;8;1;0;7;6;1;7;0.857142857;0.142857143;3;3;0;3;1;0;2;1;1;2;0.5;0.5;4;2;2;4;0.5;0.5;NULL;NULL;NULL;NULL;NULL;NULL;7;7;0;7;1;0;6;4;2;6;0.666666667;0.333333333;5;5;0;5;1;0;NULL;NULL;NULL;NULL;NULL;NULL;7;5;2;7;0.714285714;0.285714286;30;2;1;30;0.066666667;0.033333333;18;2;1;18;0.111111111;0.055555556;NULL;NULL;NULL;NULL;NULL;NULL;21;4;0;21;0.19047619;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Male;Yes;Yes;9;3;3;0;3;1;0;5;5;0;5;1;0;5;5;0;5;1;0;2;2;0;2;1;0;3;3;0;3;1;0;3;2;1;3;0.666666667;0.333333333;4;4;0;4;1;0;6;5;1;6;0.833333333;0.166666667;1;1;0;1;1;0;4;4;0;4;1;0;3;3;0;3;1;0;5;2;3;5;0.4;0.6;4;3;1;4;0.75;0.25;6;6;0;6;1;0;1;1;0;1;1;0;3;3;0;3;1;0;3;3;0;3;1;0;2;2;0;2;1;0;4;4;0;4;1;0;3;2;1;3;0.666666667;0.333333333;NULL;NULL;NULL;NULL;NULL;NULL;3;3;0;3;1;0;2;1;1;2;0.5;0.5;2;2;0;2;1;0;NULL;NULL;NULL;NULL;NULL;NULL;3;2;1;3;0.666666667;0.333333333;22;1;1;22;0.045454545;0.045454545;8;1;0;8;125;0;NULL;NULL;NULL;NULL;NULL;NULL;18;1;2;18;0.055555556;0.111111111;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Female;Yes;No;9;2;0;2;2;0;1;8;8;0;8;1;0;4;4;0;4;1;0;6;0;6;6;0;1;4;3;1;4;0.75;0.25;2;2;0;2;1;0;6;5;1;6;0.833333333;0.166666667;3;3;0;3;1;0;5;3;2;5;0.6;0.4;8;8;0;8;1;0;5;5;0;5;1;0;5;5;0;5;1;0;5;2;3;5;0.4;0.6;8;8;0;8;1;0;4;4;0;4;1;0;5;5;0;5;1;0;6;5;1;6;0.833333333;0.166666667;4;4;0;4;1;0;12;3;9;12;0.25;0.75;5;3;2;5;0.6;0.4;NULL;NULL;NULL;NULL;NULL;NULL;4;4;0;4;1;0;5;5;0;5;1;0;4;1;3;4;0.25;0.75;NULL;NULL;NULL;NULL;NULL;NULL;5;4;1;5;0.8;0.2;40;3;1;40;75;25;12;2;0;12;0.166666667;0;NULL;NULL;NULL;NULL;NULL;NULL;21;0;4;21;0;0.19047619;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Male;Yes;No;9;8;8;0;8;1;0;8;8;0;8;1;0;7;7;0;7;1;0;1;1;0;1;1;0;5;5;0;5;1;0;1;1;0;1;1;0;5;5;0;5;1;0;6;6;0;6;1;0;4;4;0;4;1;0;6;6;0;6;1;0;3;3;0;3;1;0;7;7;0;7;1;0;4;4;0;4;1;0;7;7;0;7;1;0;4;4;0;4;1;0;3;2;1;3;0.666666667;0.333333333;4;4;0;4;1;0;1;1;0;1;1;0;5;5;0;5;1;0;2;2;0;2;1;0;NULL;NULL;NULL;NULL;NULL;NULL;6;6;0;6;1;0;5;4;1;5;0.8;0.2;7;7;0;7;1;0;NULL;NULL;NULL;NULL;NULL;NULL;8;7;1;8;875;125;38;3;0;38;0.078947368;0;34;5;0;34;0.147058824;0;NULL;NULL;NULL;NULL;NULL;NULL;21;2;2;21;0.095238095;0.095238095;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Female;Yes;No;9;8;8;0;8;1;0;7;7;0;7;1;0;7;7;0;7;1;0;3;3;0;3;1;0;4;0;4;4;0;1;3;1;2;3;0.333333333;0.666666667;5;5;0;5;1;0;1;1;0;1;1;0;2;2;0;2;1;0;7;7;0;7;1;0;3;3;0;3;1;0;2;1;1;2;0.5;0.5;4;4;0;4;1;0;7;7;0;7;1;0;3;3;0;3;1;0;3;3;0;3;1;0;5;4;1;5;0.8;0.2;1;1;0;1;1;0;5;4;1;5;0.8;0.2;1;1;0;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL;3;2;1;3;0.666666667;0.333333333;3;2;1;3;0.666666667;0.333333333;5;4;1;5;0.8;0.2;NULL;NULL;NULL;NULL;NULL;NULL;5;2;3;5;0.4;0.6;10;0;1;10;0;0.1;12;2;0;12;0.166666667;0;NULL;NULL;NULL;NULL;NULL;NULL;21;2;2;21;0.095238095;0.095238095;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Male;No;No;9;6;6;0;6;1;0;6;6;0;6;1;0;5;5;0;5;1;0;2;2;0;2;1;0;5;5;0;5;1;0;3;2;1;3;0.666666667;0.333333333;5;5;0;5;1;0;5;4;1;5;0.8;0.2;3;3;0;3;1;0;5;5;0;5;1;0;4;4;0;4;1;0;6;5;1;6;0.833333333;0.166666667;4;4;0;4;1;0;7;7;0;7;1;0;4;4;0;4;1;0;3;3;0;3;1;0;5;5;0;5;1;0;4;1;3;4;0.25;0.75;3;2;1;3;0.666666667;0.333333333;2;0;2;2;0;1;NULL;NULL;NULL;NULL;NULL;NULL;4;2;2;4;0.5;0.5;5;4;1;5;0.8;0.2;3;3;0;3;1;0;NULL;NULL;NULL;NULL;NULL;NULL;5;2;3;5;0.4;0.6;22;1;1;22;0.045454545;0.045454545;26;3;1;26;0.115384615;0.038461538;NULL;NULL;NULL;NULL;NULL;NULL;21;0;4;21;0;0.19047619;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Female;No;Yes;9;5;5;0;5;1;0;2;2;0;2;1;0;4;4;0;4;1;0;1;1;0;1;1;0;4;4;0;4;1;0;3;3;0;3;1;0;2;2;0;2;1;0;4;1;3;4;0.25;0.75;2;1;1;2;0.5;0.5;4;4;0;4;1;0;1;1;0;1;1;0;4;4;0;4;1;0;4;3;1;4;0.75;0.25;5;5;0;5;1;0;1;1;0;1;1;0;3;3;0;3;1;0;4;4;0;4;1;0;5;5;0;5;1;0;6;3;3;6;0.5;0.5;5;1;4;5;0.2;0.8;NULL;NULL;NULL;NULL;NULL;NULL;4;2;2;4;0.5;0.5;6;3;3;6;0.5;0.5;2;2;0;2;1;0;NULL;NULL;NULL;NULL;NULL;NULL;5;4;1;5;0.8;0.2;18;2;0;18;0.111111111;0;12;2;0;12;0.166666667;0;NULL;NULL;NULL;NULL;NULL;NULL;21;1;3;21;0.047619048;0.142857143;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Female;Yes;No;9;7;7;0;7;1;0;6;5;1;6;0.833333333;0.166666667;4;4;0;4;1;0;6;1;5;6;0.166666667;0.833333333;8;7;1;8;875;125;3;2;1;3;0.666666667;0.333333333;7;5;2;7;0.714285714;0.285714286;2;2;0;2;1;0;4;3;1;4;0.75;0.25;4;4;0;4;1;0;3;2;1;3;0.666666667;0.333333333;4;1;3;4;0.25;0.75;3;2;1;3;0.666666667;0.333333333;8;8;0;8;1;0;7;4;3;7;0.571428571;0.428571429;5;4;1;5;0.8;0.2;5;4;1;5;0.8;0.2;3;3;0;3;1;0;3;1;2;3;0.333333333;0.666666667;2;0;2;2;0;1;NULL;NULL;NULL;NULL;NULL;NULL;8;5;3;8;625;375;8;4;4;8;0.5;0.5;5;4;1;5;0.8;0.2;NULL;NULL;NULL;NULL;NULL;NULL;11;6;5;11;0.545454545;0.454545455;42;1;3;42;0.023809524;0.071428571;36;1;4;36;0.027777778;0.111111111;NULL;NULL;NULL;NULL;NULL;NULL;21;0;4;21;0;0.19047619;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Female;No;No;9;7;7;0;7;1;0;4;4;0;4;1;0;5;5;0;5;1;0;3;2;1;3;0.666666667;0.333333333;5;5;0;5;1;0;4;3;1;4;0.75;0.25;5;4;1;5;0.8;0.2;3;3;0;3;1;0;3;1;2;3;0.333333333;0.666666667;8;6;2;8;0.75;0.25;4;3;1;4;0.75;0.25;4;4;0;4;1;0;4;2;2;4;0.5;0.5;5;5;0;5;1;0;3;3;0;3;1;0;4;4;0;4;1;0;4;3;1;4;0.75;0.25;2;1;1;2;0.5;0.5;4;1;3;4;0.25;0.75;3;1;2;3;0.333333333;0.666666667;NULL;NULL;NULL;NULL;NULL;NULL;4;1;3;4;0.25;0.75;5;2;3;5;0.4;0.6;5;5;0;5;1;0;NULL;NULL;NULL;NULL;NULL;NULL;2;2;0;2;1;0;26;1;1;26;0.038461538;0.038461538;18;2;1;18;0.111111111;0.055555556;NULL;NULL;NULL;NULL;NULL;NULL;21;0;4;21;0;0.19047619;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Male;Yes;No;9;1;1;0;1;1;0;30;5;25;30;0.166666667;0.833333333;30;2;28;30;0.066666667;0.933333333;4;4;0;4;1;0;2;0;2;2;0;1;2;0;2;2;0;1;4;4;0;4;1;0;5;4;1;5;0.8;0.2;4;3;1;4;0.75;0.25;6;4;2;6;0.666666667;0.333333333;2;1;1;2;0.5;0.5;2;2;0;2;1;0;4;3;1;4;0.75;0.25;8;8;0;8;1;0;3;3;0;3;1;0;5;5;0;5;1;0;3;3;0;3;1;0;5;4;1;5;0.8;0.2;5;2;3;5;0.4;0.6;3;0;3;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;5;4;1;5;0.8;0.2;7;6;1;7;0.857142857;0.142857143;3;2;1;3;0.666666667;0.333333333;NULL;NULL;NULL;NULL;NULL;NULL;10;3;7;10;0.3;0.7;2;0;0;2;0;0;6;0;1;6;0;0.166666667;NULL;NULL;NULL;NULL;NULL;NULL;21;1;3;21;0.047619048;0.142857143;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Male;No;Yes;9;2;0;2;2;0;1;2;0;2;2;0;1;4;4;0;4;1;0;3;3;0;3;1;0;4;4;0;4;1;0;3;2;1;3;0.666666667;0.333333333;5;5;0;5;1;0;3;3;0;3;1;0;3;0;3;3;0;1;6;6;0;6;1;0;2;0;2;2;0;1;3;1;2;3;0.333333333;0.666666667;4;3;1;4;0.75;0.25;5;5;0;5;1;0;3;1;2;3;0.333333333;0.666666667;6;4;2;6;0.666666667;0.333333333;6;4;2;6;0.666666667;0.333333333;4;1;3;4;0.25;0.75;4;3;1;4;0.75;0.25;7;0;7;7;0;1;NULL;NULL;NULL;NULL;NULL;NULL;7;4;3;7;0.571428571;0.428571429;6;3;3;6;0.5;0.5;7;1;6;7;0.142857143;0.857142857;NULL;NULL;NULL;NULL;NULL;NULL;9;8;1;9;0.888888889;0.111111111;18;1;1;18;0.055555556;0.055555556;18;2;1;18;0.111111111;0.055555556;NULL;NULL;NULL;NULL;NULL;NULL;21;1;3;21;0.047619048;0.142857143;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Male;No;No;9;3;3;0;3;1;0;5;5;0;5;1;0;4;4;0;4;1;0;2;2;0;2;1;0;3;3;0;3;1;0;1;0;1;1;0;1;2;2;0;2;1;0;4;4;0;4;1;0;1;1;0;1;1;0;2;0;2;2;0;1;4;4;0;4;1;0;5;5;0;5;1;0;6;2;4;6;0.333333333;0.666666667;6;6;0;6;1;0;5;5;0;5;1;0;4;3;1;4;0.75;0.25;3;3;0;3;1;0;2;2;0;2;1;0;1;0;1;1;0;1;5;2;3;5;0.4;0.6;NULL;NULL;NULL;NULL;NULL;NULL;7;3;4;7;0.428571429;0.571428571;6;3;3;6;0.5;0.5;4;3;1;4;0.75;0.25;NULL;NULL;NULL;NULL;NULL;NULL;3;2;1;3;0.666666667;0.333333333;2;0;0;2;0;0;12;1;1;12;0.083333333;0.083333333;NULL;NULL;NULL;NULL;NULL;NULL;17;2;1;17;0.117647059;0.058823529;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
